"FAC.","FACILITY NAME","ACTIVITY TYPE","ACTIVITY DATE","S or U","STAFF INITIALS","NOTES","SERVIC_KEY","FAC KEY","FACILITY TYPE","DAYCARE RED VIOLATIONS","REINSPECTION DUE","s_GUID","s_ColLineage","s_Generation","s_Lineage"
"27DCC201","BANNER'S CHILD CARE - LANDING RD.","PARTIAL INSPECTION",2008-05-06 0:00:00,"S","SV",,4464,,"SCHOOL AGE",,,"{0ECB8BE9-B95D-4EA7-81E1-E4B879819782}",,241,
"27DCC110","PARK RIDGE CHILD CARE CENTER","ANNUAL INSPECTION",2008-05-01 0:00:00,"S","SV",,4465,,"DAY CARE CENTER",,,"{652C2E82-5623-40F3-806F-8E468C25B573}",,241,
"27DCC12","BATES-RICH BEGINNINGS CHILD CARE/FAIRPORT","ANNUAL INSPECTION",2008-05-02 0:00:00,"U","SV",,4466,,"DAY CARE CENTER",,,"{6F664091-0B11-4F7E-85AA-A05A16BE3AA8}",,241,
"27DCC12","BATES-RICH BEGINNINGS CHILD CARE/FAIRPORT","PARTIAL INSPECTION",2008-05-06 0:00:00,"S","SV",,4467,,"DAY CARE CENTER",,,"{BC499272-2298-4848-82DD-037264ACEF92}",,241,
"27DCC106","OREGON LEOPOLD","PARTIAL INSPECTION",2008-05-05 0:00:00,"S","SV",,4468,,"DAY CARE CENTER",,,"{70267505-5623-41A0-A2D4-C20E448B79CB}",,241,
"27DCC95","MENDON CHILD CARE","ANNUAL INSPECTION",2008-05-05 0:00:00,"S","SV",,4469,,"DAY CARE CENTER",,,"{E6D0B5C1-3619-440C-B40B-FF42CFA808C8}",,241,
"27DCC6","ASBURY DAY CARE","PARTIAL INSPECTION",2008-05-07 0:00:00,"S","SV",,4470,,"DAY CARE CENTER",,,"{3E444362-1CED-4266-8F35-83ABF0C518F3}",,241,
"27DCC77","KIDDIE KOLLEGE/PATTONWOOD","ANNUAL INSPECTION",2008-05-07 0:00:00,"U","SV",,4471,,"DAY CARE CENTER",,,"{4E20EB47-A34B-4CC1-BC79-1465F71E6121}",,241,
"27DCC77","KIDDIE KOLLEGE/PATTONWOOD","PARTIAL INSPECTION",2008-05-12 0:00:00,"S","SV",,4472,,"DAY CARE CENTER",,,"{A9AED949-7683-4099-B831-CC6B26EB7EE0}",,241,
"27DCC198","TUCK THE BABY DCC","PARTIAL INSPECTION",2008-05-08 0:00:00,"S","SV",,4473,,"DAY CARE CENTER",,,"{26B3F749-608D-402D-A891-411BC7B899D1}",,241,
"27DCC156","TWELVE CORNERS DAY CARE CENTER","ANNUAL INSPECTION",2008-05-08 0:00:00,"S","SV",,4474,,"DAY CARE CENTER",,,"{F0B06078-12F8-4402-963B-DBF5C144FF9D}",,241,
"27DCC144","STORYBOOK #1/TOBEY ROAD","ANNUAL INSPECTION",2008-05-08 0:00:00,"S","SV",,4475,,"DAY CARE CENTER",,,"{376CB489-9E13-4496-BE49-33E816D3C7DF}",,241,
"27DCC70","JACK N' JILL/TITUS","ANNUAL INSPECTION",2008-05-12 0:00:00,"S","SV",,4476,,"DAY CARE CENTER",,,"{563BBC7B-BE77-432D-AEDE-ED07687370D4}",,241,
"27DCC59","HEADSTART - HUDSON","ANNUAL INSPECTION",2008-05-13 0:00:00,"U","SV",,4477,,"DAY CARE & AFTER SCHOOL",,,"{418BD7A0-482D-470C-8FB7-9FECE0C2CDA0}",,241,
"27DCC59","HEADSTART - HUDSON","PARTIAL INSPECTION",2008-05-14 0:00:00,"S","SV",,4478,,"DAY CARE & AFTER SCHOOL",,,"{3A4CC3F4-A97C-49D6-892F-6ECC5CC20014}",,241,
"27DCC103","NORTHWEST YMCA FUN CLUB","ANNUAL INSPECTION",2008-05-14 0:00:00,"U","SV",,4479,,"SCHOOL AGE",,,"{65F7F5E3-60C5-4042-B3DC-1B6077ED68DF}",,241,
"27-5899","THE WEBSTER LODGE - SUPER 8 MOTEL","ANNUAL INSPECTION",2003-08-21 0:00:00,"U","RP","EMER. BACKUP FOR EXIT SIGNS, LINT IN DRYER",2185,,"MOTEL",,,"{0E850DCA-C763-4D29-B635-620628A3A712}",,225,
"27-0619","MEADOWS MOTEL","ANNUAL INSPECTION",2003-08-29 0:00:00,"S","RP","OK",2186,,"MOTEL",,,"{3AF75347-A267-4A49-9D87-D93F5F26D201}",,225,
"27-6218","COUNTRY INN & SUITES","ANNUAL INSPECTION",2003-08-20 0:00:00,"U","RP","BROKEN EMER. LITES, DRYER DUCT NEEDS REPAIR",2187,,"HOTEL",,,"{13EFC555-5446-4085-871D-BADEC46BBC9C}",,225,
"27-6117","CONROW MIGRANT FARMWORKER CAMP","PRE-OP INSPECTION",2003-09-18 0:00:00,"S","RP","OK FOR PERMIT",2189,,"MIGRANT HOUSING",,,"{905B7B14-6CE8-4CA3-854F-0D222F06E0B4}",,225,
"27-5929","HEBERLE MIGRANT CAMP #4","PARTIAL INSPECTION",2003-09-04 0:00:00,,"rp","closed",2191,,,,,"{E172B133-9A0D-48FE-8749-CCED20966F31}",,225,
"27-5929","HEBERLE MIGRANT CAMP #4","PRE-OP INSPECTION",2003-09-22 0:00:00,"U","RP",,2192,,,,,"{846C19E0-0E76-42DA-B091-6CB0AAADA776}",,225,
"27-5929","HEBERLE MIGRANT CAMP #4","ANNUAL INSPECTION",2003-09-26 0:00:00,"S","RP","OK",2193,,,,,"{E0E4B81C-6F7D-4562-A69B-3F335679DEC9}",,225,
"27-6117","CONROW MIGRANT FARMWORKER CAMP","ANNUAL INSPECTION",2003-09-03 0:00:00,"S","RP","OK",2194,,"MIGRANT HOUSING",,,"{09658111-69A1-4DAB-AD37-219A0B334231}",,225,
"27-6117","CONROW MIGRANT FARMWORKER CAMP","PARTIAL INSPECTION",2003-09-29 0:00:00,"S","RP","OK",2195,,"MIGRANT HOUSING",,,"{DECFDCC5-7B63-4A94-A691-A4123D1B3C20}",,225,
"27-5192","MARTIN FARMS MIGRANT LABOR CAMP","PARTIAL INSPECTION",2003-09-03 0:00:00,"S","RP","OK",2196,,"MIGRANT HOUSING",,,"{B9C7721F-AF9F-468F-89CD-D1756E469558}",,225,
"27-6535","RM ZINGLER, MIGRANT LABOR CAMP","PARTIAL INSPECTION",2003-09-04 0:00:00,"S","RP","CLOSED",2197,,,,,"{E2643AA6-75AD-4B1E-B8B4-808EDFD19AEE}",,225,
"27-6547","SODOMA FARMS MIGRANT LABOR CAMP","PARTIAL INSPECTION",2003-09-11 0:00:00,"S","RP","OK",2198,,"MIGRANT HOUSING",,,"{AC78AD44-6932-4502-9150-E0CAE8CC97FE}",,225,
"27-5343","HEBERLE MIGRANT CAMP #3","PARTIAL INSPECTION",2003-09-12 0:00:00,"U","RP","SMOKE DET., REPAIR FRONT DOOR",2199,,"MIGRANT HOUSING",,,"{528DE0D6-4983-4F00-A34B-1D9593874746}",,225,
"27-6067","WAYSIDE GARDENS FARMWORKER HOUSING","PARTIAL INSPECTION",2003-09-17 0:00:00,"U","RP","LIGHT FIXTURE BROKEN",2200,,"MIGRANT HOUSING",,,"{956F6065-C521-4D5E-BF4C-F9A474339DF6}",,225,
"27-6574","BRIGHTLY FARMS FARMWORKER HOUSING","PARTIAL INSPECTION",2003-09-18 0:00:00,"U","RP","REPLACE BATTERY IN SMOKE DET., REPAIR WINDOW",2201,,"MIGRANT HOUSING",,,"{D1C87F5E-E9B7-4009-8F8B-D57E26C0DBA3}",,225,
"27-5192","MARTIN FARMS MIGRANT LABOR CAMP","PARTIAL INSPECTION",2003-09-18 0:00:00,"S","RP","OK",2202,,"MIGRANT HOUSING",,,"{7E368817-9712-45BA-A7EE-F57169BC64EE}",,225,
"27-4973","BURCH MIGRANT LABOR CAMP","PARTIAL INSPECTION",2003-09-19 0:00:00,"S","RP","OK",2203,,"MIGRANT HOUSING",,,"{D215F509-8A91-4B0A-860C-D085078DF3EE}",,225,
"27-5899","THE WEBSTER LODGE - SUPER 8 MOTEL","PARTIAL INSPECTION",2003-09-05 0:00:00,"S","RP","OK",2204,,"MOTEL",,,"{0B0EC83E-0F48-4F16-90DA-D2191FDF3EF4}",,226,
"27-5230","BROOKWOOD INN","PARTIAL INSPECTION",2003-09-08 0:00:00,"U","RP","REPAIR LAUNDRY CHUTE DOOR",2205,,"HOTEL",,,"{B08D54A2-CE5B-492D-BCC2-F9AC34553B7D}",,226,
"27-0761","ALOHA MOTEL","ANNUAL INSPECTION",2004-03-10 0:00:00,"U","RP","EM POWER TO EXIT SIGNS",2330,,"MOTEL",,,"{80D9C4F7-BA7A-4892-A88C-12D2CB179499}",,226,
"27-0761","ALOHA MOTEL","PARTIAL INSPECTION",2004-03-18 0:00:00,"S","RP","OK",2331,,"MOTEL",,,"{B8EC5B5F-49DA-496D-88A9-05BE47220039}",,226,
"27-5192","MARTIN FARMS MIGRANT LABOR CAMP","PARTIAL INSPECTION",2004-03-02 0:00:00,"S","RP","OK",2332,,"MIGRANT HOUSING",,,"{E9447FD1-79F0-4AD7-8C87-1D5ACD34C314}",,226,
"27-5192","MARTIN FARMS MIGRANT LABOR CAMP","PARTIAL INSPECTION",2004-03-31 0:00:00,"S","RP","OK",2333,,"MIGRANT HOUSING",,,"{8524A310-E0AE-4AD5-90F5-8834D8B13BA4}",,226,
"27-6547","SODOMA FARMS MIGRANT LABOR CAMP","PARTIAL INSPECTION",2004-03-09 0:00:00,"S","RP","OK",2334,,"MIGRANT HOUSING",,,"{AA09512C-8918-4E8D-AB50-F2B22CBF9CB9}",,226,
"27-6574","BRIGHTLY FARMS FARMWORKER HOUSING","PARTIAL INSPECTION",2004-04-01 0:00:00,"S","RP","OK",2335,,"MIGRANT HOUSING",,,"{53E7C707-C356-4CC2-9EFB-2C238E760C9F}",,226,
"27-6321","COMFORT INN WEST","ANNUAL INSPECTION",2003-11-19 0:00:00,"U","RP","Clean sprinkler heads, check backup power on exit signs",2248,,"HOTEL",,,"{75B1795B-400B-4843-9669-14A31D6D6388}",,226,
"27-0520","R.I.T. INN & CONFERENCE CENTER","ANNUAL INSPECTION",2003-11-21 0:00:00,"U","RP","CHECK EXIT SIGNS FOR BACKUP POWER UNITS",2249,,"HOTEL",,,"{A402C0AC-A36C-4773-9A9E-64FBA3200ED5}",,226,
"27-0746","HOLIDAY INN AIRPORT","PARTIAL INSPECTION",2003-11-10 0:00:00,"S","RP","EMER LITE IN BAR MALFUCTIONING",2250,,"HOTEL",,,"{A6D9FD20-80ED-4E50-A346-FFA3236A8548}",,226,
"27-0746","HOLIDAY INN AIRPORT","PARTIAL INSPECTION",2003-11-18 0:00:00,"U","RP","EMER LITE IN BAR",2251,,"HOTEL",,,"{CDD2BC6E-5035-483D-8092-51BDBC37A788}",,226,
"27-1015","MARRIOTT AIRPORT","ANNUAL INSPECTION",2003-11-24 0:00:00,"U","RP","BROKEN EXIT SIGN IN CLUB HOUSE, ADJUST KITCHEN FIRE DOOR",2252,,"HOTEL",,,"{6138F0FE-FE17-4FD7-966E-44C9DBD55DB3}",,226,
"27-0746","HOLIDAY INN AIRPORT","PARTIAL INSPECTION",2003-12-01 0:00:00,"S","RP","OK",2253,,"HOTEL",,,"{FFAD02F2-5ACD-4054-8EE5-9A2DE05C99CC}",,226,
"27-1003","RED ROOF INN #042","ANNUAL INSPECTION",2003-12-03 0:00:00,"S","RP","OK",2254,,"MOTEL",,,"{AC39E727-E2D7-4130-9211-0D8463790890}",,226,
"27-3134","RAMADA INN ROCHESTER","ANNUAL INSPECTION",2003-12-05 0:00:00,"U","RP","ADJUST FIRE DOOR, REMOVE COMBUSTIBLES, REPLACE FLOODLIGHTS",2255,,"HOTEL",,,"{94926EEA-12A9-4EC5-BD7C-1DC5A0A64227}",,226,
"27-3134","RAMADA INN ROCHESTER","PARTIAL INSPECTION",2003-12-12 0:00:00,"S","RP","OK",2256,,"HOTEL",,,"{F38E622B-C967-4BAD-8E2B-18B476588E9F}",,226,
"27-0002EX","MONROE COUNTY JAIL","ANNUAL INSPECTION",2003-12-12 0:00:00,"S","RP","OK",2257,,"INSTITUTION",,,"{5D4E7B52-12FF-4637-8464-A99C337DB503}",,226,
"27-1015","MARRIOTT AIRPORT","PARTIAL INSPECTION",2003-12-16 0:00:00,"S","RP","OK",2258,,"HOTEL",,,"{F460A825-B018-4E4F-B2B3-310868104FEE}",,226,
"27-0645","RADISSON HOTEL","ANNUAL INSPECTION",2003-12-15 0:00:00,"U","RP","NEW OWNERSHIP/ SEE INSP. FORM",2259,,"HOTEL",,,"{D9B112E4-B667-433C-8EAF-FD743A081AE3}",,226,
"27-0520","R.I.T. INN & CONFERENCE CENTER","PARTIAL INSPECTION",2003-12-05 0:00:00,"S","RP","BASED ON LETTER SUBMITTED ON12/5/03 ON EMERGENCY BACKUP POWER.  NO FIELD VISIT CONDUCTED",2260,,"HOTEL",,,"{0603CE37-B842-454D-BAF4-B87807A32513}",,226,
"27DCC3","ALPHABET CAMPUS/GREENLEAF","ANNUAL INSPECTION",2005-07-11 0:00:00,"S","PR",,3018,,"DAY CARE CENTER",,,"{010303DD-0BF0-49BC-82B4-8410AF1DDA4A}",,230,
"27DCC4","ALPHABET CAMPUS/HILTON","ANNUAL INSPECTION",2005-07-11 0:00:00,"U","PR",,3019,,"DAY CARE CENTER",,,"{12924150-D676-493E-A163-8D5E354C8E4B}",,230,
"27DCC28","CHILD TIME/PENFIELD","ANNUAL INSPECTION",2005-07-13 0:00:00,"S","PR",,3020,,"DAY CARE CENTER",,,"{6D04C242-1515-4801-9365-7385866F7240}",,230,
"27DCC61","HEADSTART CHILD DEV. CENTER","ANNUAL INSPECTION",2005-07-18 0:00:00,"S","PR",,3021,,"DAY CARE CENTER",,,"{6713B7B9-74E8-46A6-8594-A15AF76664E5}",,230,
"27DCC23","CHILD TIME/GARNSEY","ANNUAL INSPECTION",2005-07-20 0:00:00,"S","PR",,3022,,"DAY CARE CENTER",,,"{178D2BF6-4D28-4429-89FC-620DC2B21AEE}",,230,
"27DCC164","WILSON COMMENCEMENT PK.","1ST REINSPECTION",2005-07-26 0:00:00,"S","PR",,3023,,"DAY CARE CENTER",,,"{9167905C-3473-4DA0-BDEF-707C1F49A1FE}",,230,
"27DCC4","ALPHABET CAMPUS/HILTON","1ST REINSPECTION",2005-07-26 0:00:00,"S","PR",,3024,,"DAY CARE CENTER",,,"{3DB04938-81EB-4456-8A5C-3FD4CB38F386}",,230,
"27DCC121","PRIDE & JOY CARE","ANNUAL INSPECTION",2005-07-29 0:00:00,"S","PR",,3025,,"DAY CARE CENTER",,,"{3AD7CFD0-B97E-41E6-9FF6-12012EB3DCD2}",,230,
"27DCC171","YMCA AFTERSCHOOL AT ARROWHEAD","PARTIAL INSPECTION",2005-07-15 0:00:00,"S","RP","PRE-SITE",3026,,"AFTERSCHOOL",,,"{6293E16E-0DC9-490F-880B-1066FAF76199}",,230,
"27DCC170","CARING AND SHARING","PARTIAL INSPECTION",2005-07-08 0:00:00,"S","RP","PRE-SITE",3027,,"DAY CARE CENTER",,,"{E7A338B6-4D23-48CA-BC84-DEC920E9499D}",,230,
"27DCC170","CARING AND SHARING","ANNUAL INSPECTION",2005-07-29 0:00:00,"U","RP",,3028,,"DAY CARE CENTER",,,"{9BEBCBAA-D61E-4944-ADC2-B76DAA9CF409}",,230,
"27-0013","SON-DAR MOBILE HOME PARK","COMPLAINT",2005-06-30 0:00:00,"U","RP","ABATED 7/7/05",3029,,"MOBILE HOME PARK",,,"{7F7DFB24-9387-49D1-92A0-41C83C7D6717}",,230,
"27-0013","SON-DAR MOBILE HOME PARK","ANNUAL INSPECTION",2005-07-12 0:00:00,"S","RP",,3030,,"MOBILE HOME PARK",,,"{851A404B-67B7-4D69-A494-94C44517D9F7}",,230,
"27-0443","EDGEWOOD PARK ESTATES","ANNUAL INSPECTION",2005-07-18 0:00:00,"S","RP",,3031,,"MOBILE HOME PARK",,,"{2F65C2EB-8140-4A74-9512-6B6718CECD8F}",,230,
"27-6701","CAMP NEVAEH","PRE-OP INSPECTION",2005-08-25 0:00:00,"S","RP","ok",3032,,"CHILDREN'S OVERNIGHT CAMP",,,"{1FCD6C3F-796B-4348-9651-9F8CB55FC26D}",,230,
"27DCC11","BATES-RICH BEGINNINGS CHILD CARE #2","1ST REINSPECTION",2005-06-20 0:00:00,"S","RP",,2918,,"DAY CARE CENTER",,,"{1C3BF00A-3273-4AA4-8C55-BC38A436266E}",,230,
"27DCC152","TOMORROW'S WORLD/SIBLEY","ANNUAL INSPECTION",2005-06-23 0:00:00,"S","RP",,2920,,"DAY CARE CENTER",,,"{C5BF5AFF-7EC2-4D51-A091-3DACD1700F4F}",,230,
"27DCC31","CHILDREN'S CENTER OF BRIGHTON #2","ANNUAL INSPECTION",2005-06-24 0:00:00,"S","RP",,2921,,"DAY CARE CENTER",1,2015-02-19 0:00:00,"{2AE3217A-4C0E-400B-843F-EF92F2D1439C}",,664,
"27DCC99","NEW BORN FELLOWSHIP DAY CARE","1ST REINSPECTION",2005-06-28 0:00:00,"S","RP",,2922,,"DAY CARE CENTER",,,"{2ECDDCB8-191E-4877-AE1B-C660B4874293}",,230,
"27DCC99","NEW BORN FELLOWSHIP DAY CARE","ANNUAL INSPECTION",2005-06-15 0:00:00,"U","RP",,2923,,"DAY CARE CENTER",,,"{F02AF007-F952-40C1-A132-BDE39F014BCD}",,230,
"27-5331","RM ZINGLER, MIGRANT LABOR CAMP","PARTIAL INSPECTION",2002-11-08 0:00:00,"U","RP","OCCUPANTS STILL THERE, NO SERVICES",2010,,"CHILDREN'S OVERNIGHT CAMP",,,"{1EE2C823-67C0-4AE4-BD8C-145E5C364CA2}",,224,
"27-5331","RM ZINGLER, MIGRANT LABOR CAMP","PARTIAL INSPECTION",2002-11-12 0:00:00,"S","RP","CAMP CLOSED",2011,,"CHILDREN'S OVERNIGHT CAMP",,,"{67004B8E-B73D-4391-B69D-78DDB272543E}",,224,
"27-6547","SODOMA FARMS MIGRANT LABOR CAMP","PARTIAL INSPECTION",2002-11-04 0:00:00,"S","RP","FIX LOCK ON FURNACE ROOM",2012,,"MIGRANT HOUSING",,,"{C4D8CBEA-E229-4616-925E-E33EEC040311}",,224,
"27-6461","RM NURSERY MIGRANT HOUSING","POST SEASON INSPECTION",2002-11-14 0:00:00,"S","RP","OK",2013,,,,,"{6E1098CC-BF58-4729-905C-5936786F069B}",,224,
"27-4973","BURCH MIGRANT LABOR CAMP","POST SEASON INSPECTION",2002-11-14 0:00:00,"S","RP","CAMP CLOSED",2014,,"MIGRANT HOUSING",,,"{88B67643-C758-45CD-A69E-844C150B0056}",,224,
"27-6067","WAYSIDE GARDENS FARMWORKER HOUSING","PARTIAL INSPECTION",2002-11-18 0:00:00,"S","RP","OK",2015,,"MIGRANT HOUSING",,,"{4AE52097-ABDB-40E2-9BA7-A212ED6B1CDD}",,224,
"27-5192","MARTIN FARMS MIGRANT LABOR CAMP","PARTIAL INSPECTION",2002-11-22 0:00:00,"U","RP","PLUMBING LEAK UNDER LAUNDRY TUB",2016,,"MIGRANT HOUSING",,,"{3370CE3C-F50D-4905-8BCF-1D91C4111CC8}",,224,
"27-5192","MARTIN FARMS MIGRANT LABOR CAMP","PARTIAL INSPECTION",2002-11-25 0:00:00,"S","RP","OK",2017,,"MIGRANT HOUSING",,,"{2CA1F640-B39A-47CF-A504-535F0DF998B6}",,224,
"27-0405","PARMA PLACE","ANNUAL INSPECTION",2002-11-12 0:00:00,"S","PR","OK",2018,,"MOTEL",,,"{015874A0-968E-48DA-BDCE-C6E84FE9C518}",,224,
"27-0746","HOLIDAY INN AIRPORT","PARTIAL INSPECTION",2002-11-13 0:00:00,"S","RP","OK",2019,,"HOTEL",,,"{CB8F13BB-24CE-4CFB-8357-11529A3C840D}",,224,
"27-6321","COMFORT INN WEST","ANNUAL INSPECTION",2002-11-06 0:00:00,"U","RP","BROKEN EM FLOOD LIGHTS, EXIT SIGNS, COMBUSTIBLES IN WEST END STAIRWELL",2020,,"HOTEL",,,"{32F29566-4144-415C-8B97-90E4A7882F02}",,224,
"27-6321","COMFORT INN WEST","PARTIAL INSPECTION",2002-11-15 0:00:00,"S","RP","OK",2021,,"HOTEL",,,"{25B26821-715B-461F-ACBB-27AE664CE874}",,224,
"27-1015","MARRIOTT AIRPORT","ANNUAL INSPECTION",2002-11-07 0:00:00,"U","RP","REPAIR EXIT SIGNS",2022,,"HOTEL",,,"{7E0D8D5C-1425-45C1-B4D0-A96BB3932A53}",,224,
"27-1015","MARRIOTT AIRPORT","PARTIAL INSPECTION",2002-11-27 0:00:00,"S","RP","OK",2023,,"HOTEL",,,"{88C9C38D-CAEB-482F-9292-246A8CEC48AC}",,224,
"27-0520","R.I.T. INN & CONFERENCE CENTER","ANNUAL INSPECTION",2002-11-25 0:00:00,"U","RP","CORRECT DIRECTIONAL EXIT SIGNS, REPLACE EXTINGUISHER",2024,,"HOTEL",,,"{27B19131-B8C5-4946-9A6D-3144AB53435A}",,224,
"27-5457","BRIGHTON COURTYARD BY MARRIOTT","ANNUAL INSPECTION",2002-11-21 0:00:00,"U","RP","REPAIR FIRE DOOR",2025,,"HOTEL",,,"{FC33E9DE-717F-470B-A253-32F00D6A7B2C}",,224,
"27-0052","MARTIN MOBILE HOME PARK","ANNUAL INSPECTION",2002-12-06 0:00:00,"S","RP","OK",2026,,"MOBILE HOME PARK",,,"{9E8FDB98-2D1C-43F2-839D-79F7606DDCAB}",,224,
"27-0835","FOREST LAWN MOBILE HOME PARK","ANNUAL INSPECTION",2002-12-04 0:00:00,"S","RP","OK",2027,,"MOBILE HOME PARK",,,"{0487409A-F862-4EDC-880C-F27208706A91}",,224,
"27-0862","GATES MOBILE HOME PARK","ANNUAL INSPECTION",2002-12-02 0:00:00,"S","RP","OK",2028,,"MOBILE HOME PARK",,,"{6B49FE41-BE19-499E-9061-F2407657D7F3}",,224,
"27DCC110","PARK RIDGE CHILD CARE CENTER","ANNUAL INSPECTION",2005-05-18 0:00:00,"S","RP",,2804,,"DAY CARE CENTER",,,"{794D3EDF-5E85-4F76-88A9-9C615E9937C6}",,229,
"27DCC15","BROCKPORT CHILD CARE CENTER","1ST REINSPECTION",2005-05-19 0:00:00,"S","PR",,2805,,"DAY CARE CENTER",,,"{EFBEEE9E-67B8-467E-8CC0-9F839F397581}",,229,
"27DCC144","STORYBOOK #1/TOBEY ROAD","ANNUAL INSPECTION",2005-05-23 0:00:00,"U","PR",,2806,,"DAY CARE CENTER",,,"{50EBAA51-9128-46DD-B0CB-B813F137C702}",,229,
"27DCC11","BATES-RICH BEGINNINGS CHILD CARE #2","ANNUAL INSPECTION",2005-05-23 0:00:00,"U","RP",,2807,,"DAY CARE CENTER",,,"{DF3BAC5E-2BE7-4F79-A2D4-A3ED0E04549E}",,229,
"27DCC72","JEFFERSON AVE CENTER","1ST REINSPECTION",2005-05-26 0:00:00,"U","PR",,2808,,"DAY CARE CENTER",,,"{9152DF81-4C4A-4F8D-97A8-DBC722743C4D}",,229,
"27DCC77","KIDDIE KOLLEGE/PATTONWOOD","ANNUAL INSPECTION",2005-05-10 0:00:00,"U","RP",,2809,,"DAY CARE CENTER",,,"{DF24FB5B-6BC3-4F5C-8CB3-A920E6778762}",,229,
"27DCC77","KIDDIE KOLLEGE/PATTONWOOD","1ST REINSPECTION",2005-05-31 0:00:00,"S","RP",,2810,,"DAY CARE CENTER",,,"{75D8BE23-5618-41CF-A9A4-382976EBC9DF}",,229,
"27DCC12","BATES-RICH BEGINNINGS CHILD CARE/FAIRPORT","ANNUAL INSPECTION",2005-05-31 0:00:00,"S","RP",,2811,,"DAY CARE CENTER",,,"{9A1B8FC3-AAF5-42DD-8F44-732F18341D71}",,229,
"27DCC59","HEADSTART - HUDSON","ANNUAL INSPECTION",2005-05-24 0:00:00,"U","RP",,2812,,"DAY CARE & AFTER SCHOOL",,,"{FBD173F7-1D7C-459F-9FCC-286827E41E9E}",,229,
"27DCC167","GENERATIONS CHILD CARE - N. CLINTON","ANNUAL INSPECTION",2005-05-03 0:00:00,"S","RP",,2813,,"DAY CARE CENTER",,,"{958C09A7-46D9-4581-84EA-7DCF75F4AC6F}",,229,
"27DCC169","NEW LIFE MINISTRIES SACC","PARTIAL INSPECTION",2005-05-17 0:00:00,"S","RP",,2814,,"DAY CARE CENTER",,,"{947178A7-63A3-4569-B55B-AFEAA9315E14}",,229,
"27-0429","WEBSTER PARK CAMPSITE","ANNUAL INSPECTION",2005-05-09 0:00:00,"U","RP",,2815,,"CAMPSITE",,,"{6AB3580F-9B9E-4CED-BCA9-3F01A469805F}",,229,
"27-0076","SEPTEMBER PLACE MOBILE HOME PARK","COMPLAINT",2005-05-06 0:00:00,"U","RP","SEWAGE OVERFLOW B23",2816,,"MOBILE HOME PARK",,,"{B74D305C-CA4B-463C-B836-C40C4D948199}",,229,
"27-0064","COBBLESTONE CREEK ESTATES","ANNUAL INSPECTION",2005-05-02 0:00:00,"S","RP","OK",2817,,"MOBILE HOME PARK",,,"{36734474-0569-4160-81E6-221291130C3B}",,229,
"27-5774","PENFIELD COURTYARD BY MARRIOTT","PARTIAL INSPECTION",2005-05-05 0:00:00,"S","RP","OK",2818,,"HOTEL",,,"{22EA6C72-B81E-4351-BC35-EF3FD1ED175E}",,229,
"27-3072","DAYS HOTEL","PARTIAL INSPECTION",2005-05-03 0:00:00,"U","RP",,2819,,"MOTEL",,,"{F5C70CC1-5DAC-4793-BEEE-827E9D54E3E5}",,229,
"27-3072","DAYS HOTEL","PARTIAL INSPECTION",2005-05-06 0:00:00,"S","RP","OK",2820,,"MOTEL",,,"{D8AE10D2-3EA2-450A-ADBC-1A8E6AEA1B21}",,229,
"27-5305","LODGE AT WOODCLIFF","ANNUAL INSPECTION",2005-05-26 0:00:00,"U","RP",,2821,,"HOTEL",,,"{DA026FD6-CAEA-4AC2-8698-0024AC821B98}",,229,
"27-5899","THE WEBSTER LODGE - SUPER 8 MOTEL","ANNUAL INSPECTION",2005-05-05 0:00:00,"U","RP",,2822,,"MOTEL",,,"{D19B4CC9-A672-4095-B8B6-018CE565396E}",,229,
"27-5230","BROOKWOOD INN","PARTIAL INSPECTION",2005-05-27 0:00:00,"S","RP","OK",2823,,"HOTEL",,,"{15951A47-99FC-41B8-9944-E273D8EC6534}",,229,
"27-5899","THE WEBSTER LODGE - SUPER 8 MOTEL","PARTIAL INSPECTION",2005-05-27 0:00:00,"U","RP",,2824,,"MOTEL",,,"{A97542AB-00C8-4CBD-A176-2A67FD5CBF52}",,229,
"27-6067","WAYSIDE GARDENS FARMWORKER HOUSING","PARTIAL INSPECTION",2005-05-06 0:00:00,"S","RP",,2825,,"MIGRANT HOUSING",,,"{C54550B2-D26D-4CC9-B23A-5F7FACE3D8C0}",,229,
"27-6574","BRIGHTLY FARMS FARMWORKER HOUSING","PARTIAL INSPECTION",2005-05-16 0:00:00,"S","RP",,2826,,"MIGRANT HOUSING",,,"{7B2DED9C-C642-4430-8079-9D360DC3BF09}",,229,
"27-5192","MARTIN FARMS MIGRANT LABOR CAMP","PARTIAL INSPECTION",2005-05-19 0:00:00,"S","RP",,2827,,"MIGRANT HOUSING",,,"{0E8B7A43-FA11-433E-8F6F-107925A53D12}",,229,
"27-5343","HEBERLE MIGRANT CAMP #3","ANNUAL INSPECTION",2005-05-25 0:00:00,"S","RP","OK",2828,,"MIGRANT HOUSING",,,"{73A727B5-F1A8-4738-AB21-45D7CDF5F54C}",,229,
"27-5798","SETON SUMMER FUN DAYS CAMP","PRE-OP INSPECTION",2005-06-06 0:00:00,"S","JJC",,2829,,"CHILDREN'S DAY CAMP",,,"{399CF765-C2EC-45DB-8B3C-DC468A70016F}",,229,
