"FAC.","OPERATION ID","FACILITY_NAME","FACILITY_ADDRESS","FAC_CITY","FAC_ZIP","ACTIVE","OPERATOR_OWNER","PHONE","OPER_ADDRESS","OPER_CITY","OPER_ZIP","CONTACT","EMAIL_1","EMAIL_2","FAC_TYPE","FOOD SERVICE DESCRIPTION","FOOD SERVICE ESTAB","CATERED","BUILDING AGE","LEAD PROGRAM REF DATE","LEAD INSP DATE","LEAD INSPECTION RESULTS","LEAD CLEARANCE DATE","COMMENTS","ANNUAL INSP","ANNUAL S/U","INSPECTOR","1ST REINSP","1ST REINSP S/U","PARTIAL INSP","CAPACITY","PROFIT","FEE","FEE CODE","COMPLAINT_DATE","DATE_ABATED","SERVICE","DATE_TO_BUS","INVOICE DATE","INVOICE .","MCHDNUMBER","OP_KEY","CAT","SUBCAT","STATUS","PHONENO","PRIMARYOP","Customer acct no","2ND REINSP","2ND REINSP S/U","3RD REINSP","3RD REINSP S/U","FOOD PLAN RECEIPT DATE","FOOD PLAN APPROVAL DATE","FOOD PLAN CORRECTIVE ACTIONS","INSPECTOR CONTACT","2ND ANNUAL INSP","2ND ANNUAL S/U","PRE OP INSPECTION","PRE OP S/U","PART 14-1 PERMIT","s_GUID","ACTIVATION DATE","DEACTIVATION DATE","OPERATOR PHONE","TimeUpdated","Gen_COMMENTS","Gen_FOOD PLAN CORRECTIVE ACTIONS","Gen_FOOD SERVICE DESCRIPTION","s_ColLineage","s_Generation","s_Lineage"
"27DCC42","908456","CREATIVE KIDS CHILDCARE","1300 WINTON ROAD N.","ROCHESTER, NY","14609","No","FLOYD SMITH","288-0790","1300 WINTON ROAD NORTH","ROCHESTER, NEW YORK","14609","Jienna Rivera","creativekidz03@yahoo.com",,"DAY CARE CENTER","B-fruit, toast, bagel, oatmeal, eng. Muffin, cereal, waffle, milk.
L-turkey w/ gravy, meatballs, fish sticks, veg., fruit, bread w/ butter, ham, chili, baked chix, meatloaf, roast beef, milk.
S-cookies, yogurt, fruit, crackers, water, cheeseslices.","MEDIUM","No","PRE-1978",,1993-03-09 0:00:00,"NO PB HAZARDS",,"Lead inspection also done on 12/23/96-several violations found on that report.  All fruits/vegs. Are canned, but they also installed a fruit/veg. prep sink with the renovation.PR

8/11/2016 - TC to OCFS to verify if facility has closed.  Person answering said ""yes"" and transferred me to Mark Bradly, licensor.  Left message for Mark asking when they closed and if they will open under same or different owner. LH
8/11/2016 - Voicemail message from Mark, facility closed 8/5/2016 and will not reopen under same management. LH",2016-04-26 0:00:00,"U","ES",2014-12-23 0:00:00,"S",,89.00,1,$175.00,"DCC3",,,,2013-04-02 0:00:00,,,42,0,,,,,,,2013-03-06 0:00:00,"S",,,,,,,2014-12-09 0:00:00,"U",,,,"{977A1EDA-E47E-49E6-ACB8-D11A25219C8A}",,2016-08-05 0:00:00,,,1719,1528,1528,,1719,
"27DCC47","908524","FAITH CHILDCARE & NURSERY","2576 BROWNCROFT BLVD.","ROCHESTER, NY","14625","Yes","Sharon Davenport","385-2360","2576 BROWNCROFT BOULEVARD","ROCHESTER, NEW YORK","14625","Sharon Davenport","SBDavenport@fccnschildcare.com","laconnolly@fccnschildcare.com","DAY CARE CENTER","ABVI.","MEDIUM","Yes","PRE-1978",,,,,"No lead inspection in DCC file.",2018-01-17 0:00:00,"S","jg",2015-08-14 0:00:00,"S",,92.00,0,$87.50,"DCC",,,,2014-02-21 0:00:00,,,47,0,,,,,,,,,,,,,,,,,,,,"{A95E083F-F616-4FE1-A433-2E8404BD3FA0}",,,,,0,1528,1528,,0,
"27DCC49","908526","FALLONE'S FUNTIME CENTER","124 WHITTIER RD.","ROCHESTER, NY","14624","Yes","BERNICE FALLONE","594-2552","70 QUAIL LANE","ROCHESTER, NEW YORK","14624","BERNICE FALLONE","bernffc@yahoo.com",,"DAY CARE CENTER","L-chix patty, cheese ravioli, hot dogs, turkey and gravy, turkey and cheese sand., cheese pizza, shells w/ tom. Sauce, pancakes, rice w/ cream of broccoli soup, fish sticks, waffles, shepards pie, mac and cheese, scalloped potatoes and ham, tuna sand., ziti w/ tom. Sauce., milk.
S-muffins, crackers, goldfish, cookies, pretzels, juice,","MEDIUM","No","POST-1978",,,,,"2/1/13- Stem thermometer not available at the time of the inspection. GR
2/7/13- All violations have been corrected at the time of the reinspection. GR",2017-10-04 0:00:00,"U","JG",,,,178.00,1,$330.00,"DCC5",,,,2013-04-02 0:00:00,,,49,0,,,,,,,,,,,,,,,2014-12-30 0:00:00,"U",,,,"{C56C20DC-EB25-471A-AB3F-FE1F50AC8CAC}",,,,,0,1528,1528,,0,
"27DCC2",,"ALPHABET CAMPUS/GATES","3872 LYELL ROAD","ROCHESTER, NY","14606","No","ALPHABET CAMPUS, INC.","247-3420","3872 LYELL ROAD","ROCHESTER, NEW YORK","14606","CARRIE HEIMRICH",,,"DAY CARE CENTER",,,,"POST-1978",,,,,,2012-06-04 0:00:00,"U","PR",,,2012-06-20 0:00:00,93.00,1,$175.00,"DCC3",,,,2012-06-18 0:00:00,,,2,0,,,,,,,,,,,,,,,,,,,,"{42765283-0BF1-4B1A-A931-A553171D26C5}",,,,,1528,1528,1528,,1528,
"27DCC87","908839","LITTLE HEARTS DCC","152 LILY ST.","ROCHESTER, NY","14615","Yes","PATTI HAYES","254-5060","86 PARKWOOD ROAD","ROCHESTER, NEW YORK","14615","PATTI HAYES","hayespnw@aol.com",,"DAY CARE CENTER","B-milk, pancake, juice, toast, fruit.
L-ground beef w/ mozz. Cheese, fruit, veg, pizza dough, ham , hamburger, PB sand, chuck roast, pasta, chix, eggs.
S-cereal bar, yogurt, tortilla chips, salsa, pretzel, goldfish, graham cracker,oyster cracker, nilla wafer.","MEDIUM","No",,,1986-03-11 0:00:00,"NO PB HAZARDS",,"Cabinet with a reading of 1.7  See file",2017-09-07 0:00:00,"S","jg",2015-10-23 0:00:00,"S",,36.00,1,$130.00,"DCC2",,,,2013-01-07 0:00:00,,,87,0,,,,,,,,,,,,,,,2014-12-12 0:00:00,"S",,,,"{F09C0104-738F-4D9B-BE8B-177ACED06BC5}",,,,,0,1528,1528,,0,
"27DCC89","908840","LIVING WATERS CHILD CARE","94 CENTRAL PARK","ROCHESTER, NY","14605","No","VALARIE DUNBAR","325-3231","94 CENTRAL PARK","ROCHESTER, NEW YORK","14605","VALARIE DUNBAR","livingwaterschildcare@frontier.com",,"DAY CARE CENTER","B-cereal, oatmeal, pancakes and sausage, milk.
L-bologna sand., hot dogs, spaghetti w/ meat sauce, fish sticks, french fries, bread, fruit, veg., milk.
S-animal crackers, veg. w/ dip, crackers, cheezits, poptarts, granola bars, milk.","MEDIUM","Yes","POST-1978",,,,,"Meals catered from Living Waters II located at 299 Norton St.  Facility does not need a fruit/veg. prep. Sink because all fruits and vegs. Will be pre-washed from their caterer.",2016-04-07 0:00:00,"U","ES",2015-10-02 0:00:00,"S",,58.00,1,$175.00,"DCC3",,,,2014-02-21 0:00:00,,,89,0,,,,,,,2014-03-28 0:00:00,"S",,,,,,"Earl Stich",,,,,,"{C952C3DC-0DD0-49A9-915A-456B99876AA2}",,2016-06-01 0:00:00,,,1719,1528,1528,,1719,
"27DCC90","908843","LOVING TOUCH DAY CARE","395 SPENCERPORT RD.","ROCHESTER, NY","14606","Yes","ANTOINETTE SCHRIBER","429-5110","395 SPENCERPORT ROAD","ROCHESTER, NEW YORK","14606","ANTOINETTE SCHREIBER","ylovingtouchda@rochester.rr.com",,"DAY CARE CENTER","B-cereal, milk, juice
L-milk, fruit, chix patty, meatballs, spaghetti-o, ham sand., sloppy joe, mac and cheese, cheese pizza bagel, turkey sandwich, spaghetti w/ meatballs, hot dog, tuna sand, chix veg soup, chix nuggets, hamburger goulash, hamburger, cheese and pepperoni pizza, jello, rolls, PB and J, beef ravioli, fish sticks, bologna sand, sausage, pancakes, waffle.
S-cookie, popsicle, goldfish,granola bar, popcorn, pretzel, cheese doodles, rice krispie treats, crackers, animal crackers, milk , juice.","MEDIUM","No","POST-1978",,1988-02-17 0:00:00,"NO PB HAZARDS",,,2017-03-08 0:00:00,"U","jg",2015-08-25 0:00:00,"S",2012-11-30 0:00:00,70.00,1,$175.00,"DCC3",,,,2013-01-07 0:00:00,,,90,0,,,,,,,,,,,,,,,2014-12-03 0:00:00,"S",,,,"{EA898B28-C3B2-4A73-AC66-11E5A3364EAE}",,,,,1719,1528,1528,,0,
"27DCC92","908847","MAPLEWOOD YMCA","25 DRIVING PARK","ROCHESTER, NY","14613","Yes","MAPLEWOOD YMCA","647-3600","25 DRIVING PARK","ROCHESTER, NEW YORK","14613","WILLIAM NUNEZ",,,"DAY CARE CENTER","Food is catered by Fresh Wise, (Food Link).  There is a Café at the location which is inspected by the food section.  The café is separate from the Day Care facility. ES","MEDIUM","No","PRE-1978",,,,,"The facility has a 2 bay sink in the kitchen.  A 3 bay sink is required. ES
2/23/16 Three bay sink installed with indirect drain on all three sinks. Handwash sink also installed in kitchen. JG",2017-09-13 0:00:00,"U","jg",2016-11-17 0:00:00,"U",,40.00,0,$65.00,"DCC7",,,,2014-04-16 0:00:00,,,92,0,,,,,,,,,,,,,,"Earl Stich",,,,,,"{81CAE41D-C605-4FFE-AA72-77C56F816F6E}",,,,,0,1528,1636,,0,
"27DCC93","908849","MARGARET'S HOUSE - RIT","112 LOMB MEMORIAL DR.","ROCHESTER, NY","14623","Yes","ROBERTA DINOTO","475-5948","112 LOMB MEMORIAL DRIVE","ROCHESTER, NEW YORK","14623","ROBERTA DINOTO","rxdhcc@rit.edu","dabhcc@rit.edu","DAY CARE CENTER","B-cereal, fruit, milk, waffle, yogurt, bread, hard boiled egg.
L-ham and cheese roll-up, potatoes, hot turkey w/ roll, soup, pizza bagel, cheese pizza, ravioli, sloppy joe w/ bun, vegetarian chili, fruit, milk
S-crackers, fruit, humus and pita, jello, pretzels, cottage cheese.","MEDIUM","No",,,,,,"Exemption given to use third bay of the sink to wash fruits/vegs. With a collander.  Indirect drain to be installed.PR",2017-11-17 0:00:00,"U","EC",2017-12-07 0:00:00,"S",,98.00,0,$87.50,"DCC8",,,,2013-04-02 0:00:00,,,93,0,,,,,,,2015-09-17 0:00:00,"S",,,,,,,2015-12-09 0:00:00,"S",,,,"{63006FD9-DDF2-4A9D-A976-06BEF32E65D9}",,,,,0,1528,1528,,0,
"27DCC94","909165","RICHARD M. GUON CCC @ MCC","1000 E. HENRIETTA RD.","ROCHESTER, NY","14623","Yes","ANNE BARKER","292-2640","1000 E. HENRIETTA ROAD","ROCHESTER, NEW YORK","14623","ANNE BARKER","abarker@monroecc.edu",,"DAY CARE CENTER","Sodexo","MEDIUM","Yes",,,,,,"A 3 bay sink was installed along with an indirect drain on the fruit/vegetable sink.  A total of 5 sinks are now present. A 3 bay sink, a hand wash sink and a fruuit/vegetable prep sink with an indirect drain.  A sanitizing dishwater is also present.  All violations are now completed. ES


This facility requires a third sink. An indirect drain may be needed depending on whether the caterer washes fruits and vegetables prior to delivery.  Operator to verify. GR
3/12/13 need extension for mid July when kitchen will have major overhaul.GR
5/30/13 TC w/ Anne, she will complete the application and submit to our office for review.PR
6/3/2013 TC w/Molly, Anne's Asst.  Anne will be out of town until 6/6/2013.  Molly said that they are not going to do an extensive renovation because the cost was too much.  They are just doing the sinks to meet the code requirement. ES
6/5/2013 TC with Ginny 292-2538, she said that the 3 bay sink has been ordered and she will call me when the work is completed. They are installing a 3 bay sink with an indirect drain.  ES

8/21/2013 Field visit at MCC Day Care.  I met with the maintenance staff and they said they will have the work done in October.  The sink is on location but the plumbing needs to be installed.  They are installing a 3 bay sink and will have 2 additional sinks.  The additional sinks will be the hand wash sink and the vegetable prep sink.  The vegetable prep sink will have an indirect drain attached.  The October date is needed because the maintenance staff will be very busy the next few weeks for the students returning to class and the staff can olnly work on weekends because the day care is remaining open. ES

9/11/2013 TC to Anne Barker, she has not heard from the maintenance staff, she will send them an email.  She still thinks it will be done in October. ES

10/5/2017 - Plan review approved.  Kitchen renovation planned for 12/18/17 - 1/19/2017.  LH",2018-01-30 0:00:00,"S","jg",2015-08-11 0:00:00,"U",2011-01-05 0:00:00,96.00,0,$87.50,"DCC8",,,,2014-02-21 0:00:00,,,94,0,,,,,,,,,,,2017-10-02 0:00:00,2017-10-05 0:00:00,"*Install a splash guard between the Food Prep Sink and Handsink or create more space between the two basins.*","Jody Grant, 753-5541",,,,,,"{73C1CEF4-5D7F-4458-80D2-6F36AF11218D}",,,,,0,0,1528,,0,
"27DCC95","908850","MENDON CHILD CARE","53 ASSEMBLY DR.","MENDON, NY","14506","Yes","WENDY McKINNON","624-9018","10 FORDS CROSSING","HONEOYE FALLS, NEW YORK","14472","WENDY McKINNON","wmckinnon@rochester.rr.com",,"DAY CARE CENTER","ABVI.","MEDIUM","Yes","POST-1978",,,,,"2/8/13- Operator requests a variance for the separate fruit/vegetable prep sink. An indirect drain must be installed on the fruit/vegetable prep sink. No three bay sink required. No dishwashing occurs at this facility. ABVI caters meals to this facility. GR


7/8/2015 - Indirect Drain on Food prep sink removed by operator.  Indirect drain will be reinstalled.  Facility does wash dishes - cups and serving utensils, reusable storage bowls.  Facility has a dishwasher and they are using 3 plastic basins to wash, rinse, sanitize.  Hand sink is in adjacent room (verified this is not a hand washing sink for diaper changing). Advised owner of need to install 3 bay sink, handsink in kitchen as well as separate food prep sink should they renovate which is strongly encouraged.  LH",2018-01-23 0:00:00,"S","EC",2016-03-21 0:00:00,"S",,68.00,1,$175.00,"DCC3",,,,2014-02-21 0:00:00,,,95,0,,,,,,,2017-08-28 0:00:00,"S",,,,,,,,,,,,"{39CAED09-D888-4E17-9457-78069AAFF0D1}",,,,,0,1529,1529,,0,
"27DCC96","908853","METROCENTER YMCA DAY CARE CENTER","444 E. MAIN STREET","ROCHESTER, NY","14604","Yes","METROCENTER YMCA","263-4283","444 E. MAIN STREET","ROCHESTER, NEW YORK","14604","DENISE JOHNSON","denise.johnson@rochesterymca.org","renee.stanin@rochesterymca.org","DAY CARE CENTER","Foodlink/","MEDIUM","Yes","POST-1978",,,,,"No lead inspection in DCC file.
All fresh fruits/vegs. Are from Freshwise which are pre-washed.PR",2017-10-03 0:00:00,"S","jg",,,,272.00,0,$165.00,"DCC10",,,,2014-02-21 0:00:00,,,96,0,,,,,,,2013-03-06 0:00:00,"S",,,,,,,,,,,,"{3791C96C-AAC8-4097-AA62-37192A46A2E1}",,,,,0,1529,1529,,0,
"27DCC97",,"MONROE FAMILY YMCA","797 MONROE AVE.","ROCHESTER, NY","14607","No","MONROE BRANCH YMCA","271-5320","797 MONROE AVENUE","ROCHESTER, NEW YORK","14607","JODY MYKINS",,,"DAY CARE CENTER","Snack Only.","LOW","No","PRE-1978",,,,,"After School care program is catered by ""Foodlink"". No ""hot"" meals or ""hot"" snacks provided. Only cold snacks. All fruits and vegetables have been pre-washed by ""Foodlink"" upon arrival to the facility. All meals served on paper plates with plastic ware and paper cups. No dishwashing necessary to require a three bay sink. GR

3/25/2014 Monroe Family YMCA SACC no longer doing the SACC program. PR",2013-01-04 0:00:00,"S","GR",,,,36.00,0,$65.00,"DCC7",,,,2013-04-02 0:00:00,,,97,0,,,,,,,,,,,,,,,,,,,,"{68CFACE2-D3CC-4F97-A8E1-A9C36BEDFB7B}",,,,,1529,1529,1529,,1529,
"27DCC99",,"NEW BORN FELLOWSHIP DAY CARE","123 BARBERRY TERRACE","ROCHESTER, NY","14621","No","WARREN MEEKS","342-5020","123 BARBERRY TERRACE","ROCHESTER, NEW YORK","14621","WARREN MEEKS","kamikatmeeks@yahoo.com",,"DAY CARE CENTER",,"HIGH",,"PRE-1978",,2001-09-28 0:00:00,"NO PB HAZARDS",,"Freezer and coolers were almost empty.


No lead paint detected in 2001 Pb inspection. One of the 3 bay sinks that is present will be used for the vegetable wash sink with an indirect drain installed.ES

4/26/2013 - TC from Beth Wanzer, OCFS (238-8194).   This daycare will become ""Childcare Empowerment"" Daycare.  The owner/operator will bey Roxy Smith and Cartherine Darrisaw will be the director.  Contact phone for Ms. Smith: 342-1469.  Beth will inform Ms. Smith that a new FSE inspection is required.  Advised Beth to have Ms. Smith call me to obtain a FSE Plan Review Application.  New Daycare will need to comply w/ all 14-1 codes including a separate veg prep sink.  Beth will also send proposed menu to Pete.  LH",2014-09-30 0:00:00,"S","PR",2013-03-15 0:00:00,"U",,82.00,0,$87.50,"DCC8",,,,2013-04-02 0:00:00,,,99,0,,,,,,,2013-04-08 0:00:00,"S",,,,,,,2013-11-21 0:00:00,"S",,,,"{04024C53-8C80-46A3-91F5-E5A44CDB1A95}",,,,,1529,1529,1529,,1529,
"27DCC103","908857","NORTHWEST YMCA FUN CLUB","730 LONG POND RD.","ROCHESTER, NY","14612","Yes","NORTHWEST YMCA","723-5479","730 LONG POND ROAD","ROCHESTER, NEW YORK","14612","KELLIE HUDSON",,,"DAY CARE CENTER","Snack only","MEDIUM","No","POST-1978",,,,,"No lead info. In the DCC file
Operator only serves pre-washed fruits/vegetables. No fruit/vegetable prep sink required. Only single-service dishes/utensils used. No three-bay sink required. GR",2017-09-21 0:00:00,"S","jg",2016-12-19 0:00:00,"U",,129.00,0,$125.00,"DCC9",,,,2014-02-21 0:00:00,,,103,0,,,,,,,2016-03-24 0:00:00,"S",,,,,,,,,,,,"{142BE2A4-18BA-4E27-925D-A6245B246239}",,,,,0,1529,1529,,0,
"27DCC241",,"KALEIDOSCOPE CARE","38 DAKIN ST.","MUMFORD, NY","14511","No","KALEIDOSCOPE CARE, INC.","301-0263","P.O. BOX 292","MUMFORD, NEW YORK","14511","PEGGY LIMING",,,"DAY CARE CENTER",,,,,,,,,,2011-09-01 0:00:00,"S","GR",,,2012-09-20 0:00:00,,1,,,,,,2011-09-12 0:00:00,,,2310413,,,,,,,,,,,,,,,,,,,,,"{9B259AD7-22A1-40EE-9DC2-C9A8A4C8B3BE}",,,,,1529,1529,1529,,1529,
"27DCC242","908807","JLU CHILD CARE","2800 SPENCERPORT RD.","SPENCERPORT, NY","14559","Yes","LESLIE BALL","352-0017","2800 SPENCERPORT ROAD - SUITE B5","SPENCERPORT, NEW YORK","14559","LESLIE BALL","lball@jluchildcare.com","sbligh@jluchildcare.com","DAY CARE CENTER","B-cereal, fruit, milk, muffin, bagel, biscuit.
L-bologna w/ cheese, pasta w/ hamburger, tuna melt, ham/cheese, chix quesdilla, french toast, chix parm, broccoli/chix/cheese casserole, sloppy joe, scrambled eggs, chix salad, taco, tuna casserole, pizza bagel, spanish rice, chix nuggets, mac and cheese, grilled cheese.
S-pretzel, raisins, cereal, celery, cheese cubes, crackers, yogurt, veg w/ dip.","MEDIUM","No","POST-1978",,,,,"2/6/13- Operator requests a variance for the separate fruit/vegetable prep sink. A third bay needs to be installed in order to properly wash, rinse, and sanitize dishes. An indirect drain must be installed on the ""sanitizing bay"". GR",2017-03-08 0:00:00,"U","jg",2015-10-05 0:00:00,"S",,91.00,1,$175.00,"DCC3",,,,2014-07-22 0:00:00,,,2310414,,,,,,,,2013-04-18 0:00:00,"S",,,,,,,2014-10-16 0:00:00,"S",,,,"{AA667DD7-AD8C-4EE9-A2F4-B617EF46EE3F}",,,,,1720,1529,1529,,1720,
"27DCC243",,"URBAN PERFORMING ARTS CENTER","875 EAST MAIN ST.","ROCHESTER, NY","14605","No","URBAN PERFORMING ARTS CENTER","298-8117","875 EAST MAIN STREET","ROCHESTER, NEW YORK","14605","KATHERIN McGILL",,,"DAY CARE CENTER",,,,,,,,,,,,,,,,20.00,0,$65.00,"DCC7",,,,,,,2310415,,,,,,,,,,,,,,,,,,,,,"{E4AC7DFB-B1B7-425B-827C-F9097D8CC08D}",,,,,1529,1529,1529,,1529,
"27DCC244",,"LITTLE ANGELS CHILD CARE","150 LETTINGTON AVE.","ROCHESTER, NY","14624","No","JINA GONZALEZ","235-7772","150 LETTINGTON AVENUE","ROCHESTER, NEW YORK","14624","JINA GONZALEZ",,,"DAY CARE CENTER",,,,,,,,,,,"S","GR",,,,62.00,1,$175.00,"DCC3",,,,,,,2310416,,,,,,,,,,,,,,,,,,,,,"{BC55E27D-6D87-4365-B935-E0438B726C2A}",,,,,1529,1529,1529,,1529,
"27DCC245","908841","LIVING WATERS CHILD CARE 2","299 NORTON ST.","ROCHESTER, NY","14621","Yes","SARA DUNBAR","325-1110","299 NORTON STREET","ROCHESTER, NEW YORK","14621","SARA DUNBAR","livingwaterschildcare2@frontier.com","sdunbar33@yahoo.com","DAY CARE CENTER","B-cereal, fruit, milk, oatmeal, bagel w/ cream cheese.
L-ham and cheese sand., chix nuggets, sliced tureky w/ mashed potatoes, chix breast, goulash, salad, ground beef patties, baked fish, bread, veg., fruit, milk.","MEDIUM","No","PRE-1978",,2011-02-16 0:00:00,"NO PB HAZARDS",,"No reinspection required. ES

6/6/2016 - TC fro Sara Dunbar (309-0448).  Center at 94 Central Park (27dcc89) merged with this daycare on 6/1/2016.  27dcc89 deactivated.  She will call if she needs a FSE inspection for ""new"" operation.  She didn't know capacity yet, to be determined by OCFS. LH",2018-01-03 0:00:00,"U","EC",2018-01-22 0:00:00,"S",,70.00,0,$87.50,"DCC8",,,,2014-07-22 0:00:00,,,2310417,,,,,,,,2013-04-18 0:00:00,"S",,,,,,,2015-12-07 0:00:00,"U",,,,"{46386E4C-0D0A-4C1E-B318-E4677422B99A}",,,,,0,1529,1529,,0,
"27DCC246",,"HANDS THAT CARE CHILD CARE","284 ALLEN ST.","ROCHESTER, NY","14608","No","OZZIE PALMER","627-3711","284 ALLEN STREET","ROCHESTER, NEW YORK","14608","OZZIE PALMER",,,"DAY CARE CENTER",,,,,,,,,,,,,,,2011-01-14 0:00:00,45.00,1,$130.00,"DCC2",,,,,,,2310418,,,,,,,,,,,,,,,,,,,,,"{64B60BF2-DF40-4821-B259-FD5C932AF190}",,,,,1529,1529,1529,,1529,
"27DCC247","908866","OVER THE RAINBOW KIDS PLACE","201 SCOTTSVILLE WEST HENRIETTA RD.","WEST HENRIETTA, NY","14586","Yes","DONNA PARTRIDGE","334-2530","201 SCOTTSVILLE WEST HENRIETTA ROAD","WEST HENRIETTA, NEW YORK","14586","DONNA PARTRIDGE","otrkidsplace@yahoo.com",,"DAY CARE CENTER","B-bagel, cereal, muffin, milk, cheese, eggs, sausage, fruit, pancakes, toast, breakfast pizza.
L-ham w/ scalloped potatoes, sloppy joes, sliced turkey, mashed potatoes, chix nuggets, egg salad sand., ham salad wrap, pasta w/ alfredo, hamburg gravy w/ mashed potatoes, tuna casserole, fruit, veg., milk.
S-pretzel, pudding, cheese, goldfish, home made cookies, popcorn, trail mix.","MEDIUM","No",,,,,,"This facility requires a third bay to their existing sink in order to properly wash, rinse, and sanitize their dishes. The operator currently serves Wegman's pre-washed fruits and vegetables. No separate fruit/veg. wash sink required at this time. GR

1/15/13 - Operator has provided a stem thermometer capable of checking food temperatures between 0 - 220 degrees. GR",2018-02-05 0:00:00,"S","jg",2015-04-28 0:00:00,"S",2011-01-20 0:00:00,40.00,1,$130.00,"DCC2",,,,2014-02-21 0:00:00,,,2310419,,,,,,,,2016-04-06 0:00:00,"S",,,,,,,2014-10-16 0:00:00,"U",,,,"{337192C5-971F-44F8-879B-1E6E5EA211CB}",,,,,0,1529,1529,,0,
"27DCC248","908539","GENTLE TOUCH DAY CARE","60 LORIMER ST.","ROCHESTER, NY","14608","No","GENTLE TOUCH DAY CARE","254-4720","60 LORIMER STREET","ROCHESTER, NEW YORK","14608","NOLAN WILLIAMS","njoew@yahoo.com",,"DAY CARE CENTER",,"HIGH","No","PRE-1978",,,,,"9/1/2015 Day Care is temporarily closed.  Not sure if and when they may be reopening.  ES


9/30/2015 TC to Rev. Williams (254-4720), Rev. Williams said he is not sure if they will reopen. ES",2014-06-11 0:00:00,"S","ES",,,2011-02-10 0:00:00,66.00,0,$87.50,"DCC8",,,,2014-07-22 0:00:00,,,2310420,,,,,,,,,,,,,,,,2014-10-15 0:00:00,"S",2013-04-02 0:00:00,"S",,"{249B9457-7A50-47DA-AB06-A01F4DEE362B}",,2015-09-30 0:00:00,,,1564,1529,1529,,1564,
"27DCC249","909402","Sunshine Village Day Care","635 JAY ST.","ROCHESTER, NY","14611","Yes","VALERIE NIX","201-1757","635 JAY STREET","ROCHESTER, NEW YORK","14611","VALERIE NIX","sunshinecreativefamilydaycare@yahoo.com,sunshine.village@aol.com","","DAY CARE CENTER",,"MEDIUM","No","PRE-1978",,2001-06-15 0:00:00,"NO PB HAZARDS",,"3 Bay Sink was installed along with a hand wash sink.  Day care provider said they will be using prewashed fruits and vegetables only.  Day care also has a dishwasher that has a sanitizer. ES


Lead Inspection done 6/15/2001. ES  
2 sinks are in the kitchen area for food prep and a hand wash sink near the kitchen area.  A 3rd sink will be added along with an indirect drain for washing the fruit and vegetables.  A collander will be used in the fruit/vegetable sink. ES",2018-01-10 0:00:00,"S","EC",2016-10-24 0:00:00,"U",,50.00,1,$130.00,"DCC2",,,,2013-04-02 0:00:00,,,2310421,,,,,,,,,,,,,,,,2014-11-13 0:00:00,"S",,"U",,"{D25D022D-2714-4A1D-A584-D6302F790E86}",,,,,0,1529,1529,,0,
"27DCC250",,"PARMA'S LITTLE ANGELS","4997 RIDGE RD.","SPENCERPORT, NY","14559","No","BRENDA FRANK","352-7529","4997 RIDGE ROAD","SPENCERPORT, NEW YORK","14559","BRENDA FRANK",,,"DAY CARE CENTER","B-breast milk, formula, infant cereal, eggs, fruit, milk, cereal, oatmeal, bagel, pancake, french toast, hash browns, juice.
L-mac and cheese, grilled cheese, wheat pizza, meatloaf w/ mash pot, sheppard's pie, spaghetti w/ ground beef, deli turkey, chix nuggets, sloppy joes, chix burritos, beef and veg casserole, pot pie, chili w/ cheese, chix broccoli casserole, veg soup, stuffed green peppers, cheesy ham and veg casserole.","HIGH","No",,,,,,"2/1/13- Operator requests a variance for the separate fruit/vegetable prep sink. An indirect drain must be installed on the ""sanitizing"" sink bay. GR",2013-02-01 0:00:00,"S","PR",,,2011-03-24 0:00:00,45.00,1,$130.00,"DCC2",,,,2013-04-02 0:00:00,,,2310422,,,,,,,,2013-05-14 0:00:00,"S",,,,,,,,,,,,"{81D16847-21CB-4805-8D44-29F7DC62D56F}",,,,,1529,1529,1529,,1529,
